city,latitude,longitude,date,temperature_max,temperature_min,precipitation
Casablanca,33.5625,-7.625,2026-09-15,28.8,21.7,0.0
Casablanca,33.5625,-7.625,2026-09-16,25.9,21.1,0.0
Casablanca,33.5625,-7.625,2026-09-17,25.8,19.9,0.0
Casablanca,33.5625,-7.625,2026-09-18,26.3,18.6,0.0
Casablanca,33.5625,-7.625,2026-09-19,27.0,19.9,0.0
Casablanca,33.5625,-7.625,2026-09-20,31.8,21.5,0.0
Casablanca,33.5625,-7.625,2026-09-21,30.3,21.6,0.0
Tangier,35.75,-5.8125,2026-09-15,30.8,21.0,0.0
Tangier,35.75,-5.8125,2026-09-16,26.8,18.1,0.0
Tangier,35.75,-5.8125,2026-09-17,26.1,16.6,0.0
Tangier,35.75,-5.8125,2026-09-18,28.4,20.3,0.0
Tangier,35.75,-5.8125,2026-09-19,27.7,22.0,0.0
Tangier,35.75,-5.8125,2026-09-20,25.5,22.6,0.0
Tangier,35.75,-5.8125,2026-09-21,25.6,21.9,0.0
Fès,34.0625,-5.0,2026-09-15,34.6,23.8,0.0
Fès,34.0625,-5.0,2026-09-16,31.2,20.7,0.0
Fès,34.0625,-5.0,2026-09-17,29.5,18.7,0.0
Fès,34.0625,-5.0,2026-09-18,31.2,18.3,0.0
Fès,34.0625,-5.0,2026-09-19,33.7,21.0,0.0
Fès,34.0625,-5.0,2026-09-20,33.9,21.9,0.0
Fès,34.0625,-5.0,2026-09-21,33.8,21.5,0.0
Marrakech,31.625,-8.0,2026-09-15,38.1,25.6,0.0
Marrakech,31.625,-8.0,2026-09-16,34.8,21.7,0.0
Marrakech,31.625,-8.0,2026-09-17,30.5,19.1,0.0
Marrakech,31.625,-8.0,2026-09-18,31.7,19.2,0.0
Marrakech,31.625,-8.0,2026-09-19,36.3,20.8,0.0
Marrakech,31.625,-8.0,2026-09-20,39.0,23.7,0.0
Marrakech,31.625,-8.0,2026-09-21,34.5,23.6,0.0
Sale,34.0,-6.8125,2026-09-15,28.1,21.6,0.0
Sale,34.0,-6.8125,2026-09-16,26.2,20.8,0.0
Sale,34.0,-6.8125,2026-09-17,26.3,19.6,0.0
Sale,34.0,-6.8125,2026-09-18,26.9,16.3,0.0
Sale,34.0,-6.8125,2026-09-19,29.4,17.3,0.0
Sale,34.0,-6.8125,2026-09-20,33.5,19.4,0.0
Sale,34.0,-6.8125,2026-09-21,28.4,20.3,0.0
Meknès,33.875,-5.5625,2026-09-15,33.4,21.8,0.0
Meknès,33.875,-5.5625,2026-09-16,30.1,18.8,0.0
Meknès,33.875,-5.5625,2026-09-17,27.8,17.5,0.0
Meknès,33.875,-5.5625,2026-09-18,29.7,16.3,0.0
Meknès,33.875,-5.5625,2026-09-19,33.5,18.6,0.0
Meknès,33.875,-5.5625,2026-09-20,34.9,21.1,0.0
Meknès,33.875,-5.5625,2026-09-21,34.2,20.3,0.0
Rabat,34.0,-6.8125,2026-09-15,28.2,21.6,0.0
Rabat,34.0,-6.8125,2026-09-16,26.2,20.9,0.0
Rabat,34.0,-6.8125,2026-09-17,26.3,19.6,0.0
Rabat,34.0,-6.8125,2026-09-18,27.0,16.4,0.0
Rabat,34.0,-6.8125,2026-09-19,29.5,17.4,0.0
Rabat,34.0,-6.8125,2026-09-20,33.6,19.5,0.0
Rabat,34.0,-6.8125,2026-09-21,28.4,20.3,0.0
Agadir,30.4375,-9.5625,2026-09-15,34.4,26.1,0.0
Agadir,30.4375,-9.5625,2026-09-16,38.1,24.5,0.0
Agadir,30.4375,-9.5625,2026-09-17,28.3,20.9,0.0
Agadir,30.4375,-9.5625,2026-09-18,27.1,20.2,0.0
Agadir,30.4375,-9.5625,2026-09-19,27.7,21.4,0.0
Agadir,30.4375,-9.5625,2026-09-20,28.5,21.0,0.0
Agadir,30.4375,-9.5625,2026-09-21,33.3,21.3,0.0
Kenitra,34.25,-6.5625,2026-09-15,29.1,21.2,0.0
Kenitra,34.25,-6.5625,2026-09-16,26.9,20.8,0.0
Kenitra,34.25,-6.5625,2026-09-17,26.9,18.8,0.0
Kenitra,34.25,-6.5625,2026-09-18,28.1,16.9,0.0
Kenitra,34.25,-6.5625,2026-09-19,32.6,17.1,0.0
Kenitra,34.25,-6.5625,2026-09-20,36.7,22.4,0.0
Kenitra,34.25,-6.5625,2026-09-21,33.1,21.8,0.0
Oujda-Angad,34.6875,-1.9375,2026-09-15,31.2,16.2,0.0
Oujda-Angad,34.6875,-1.9375,2026-09-16,32.3,15.5,0.0
Oujda-Angad,34.6875,-1.9375,2026-09-17,27.6,16.1,0.2
Oujda-Angad,34.6875,-1.9375,2026-09-18,27.0,18.0,0.0
Oujda-Angad,34.6875,-1.9375,2026-09-19,27.9,18.2,0.0
Oujda-Angad,34.6875,-1.9375,2026-09-20,28.1,17.4,0.0
Oujda-Angad,34.6875,-1.9375,2026-09-21,27.8,18.4,0.3
Tétouan,35.5625,-5.375,2026-09-15,29.2,21.2,0.0
Tétouan,35.5625,-5.375,2026-09-16,33.6,19.4,0.0
Tétouan,35.5625,-5.375,2026-09-17,27.5,14.8,0.0
Tétouan,35.5625,-5.375,2026-09-18,26.6,20.2,0.0
Tétouan,35.5625,-5.375,2026-09-19,26.5,21.9,0.0
Tétouan,35.5625,-5.375,2026-09-20,25.3,22.4,0.0
Tétouan,35.5625,-5.375,2026-09-21,25.4,21.8,0.0
Safi,32.3125,-9.25,2026-09-15,34.1,22.8,0.0
Safi,32.3125,-9.25,2026-09-16,27.5,20.8,0.0
Safi,32.3125,-9.25,2026-09-17,25.3,19.2,0.0
Safi,32.3125,-9.25,2026-09-18,26.4,19.5,0.0
Safi,32.3125,-9.25,2026-09-19,28.2,18.8,0.0
Safi,32.3125,-9.25,2026-09-20,30.9,21.4,0.0
Safi,32.3125,-9.25,2026-09-21,26.1,19.4,0.0
Taourirt,34.4375,-2.875,2026-09-15,32.7,19.0,0.0
Taourirt,34.4375,-2.875,2026-09-16,34.5,18.7,0.0
Taourirt,34.4375,-2.875,2026-09-17,29.6,19.2,0.0
Taourirt,34.4375,-2.875,2026-09-18,29.3,19.7,0.0
Taourirt,34.4375,-2.875,2026-09-19,29.6,19.1,0.0
Taourirt,34.4375,-2.875,2026-09-20,30.1,19.9,0.0
Taourirt,34.4375,-2.875,2026-09-21,30.2,19.6,0.0
Temara,33.9375,-6.875,2026-09-15,28.2,21.4,0.0
Temara,33.9375,-6.875,2026-09-16,26.0,20.2,0.0
Temara,33.9375,-6.875,2026-09-17,26.0,19.2,0.0
Temara,33.9375,-6.875,2026-09-18,26.7,15.7,0.0
Temara,33.9375,-6.875,2026-09-19,29.4,16.6,0.0
Temara,33.9375,-6.875,2026-09-20,31.2,19.6,0.0
Temara,33.9375,-6.875,2026-09-21,26.2,20.7,0.0
Laâyoune,27.170473,-13.229401,2026-09-15,40.1,25.2,0.0
Laâyoune,27.170473,-13.229401,2026-09-16,36.4,22.1,0.0
Laâyoune,27.170473,-13.229401,2026-09-17,28.6,21.5,0.0
Laâyoune,27.170473,-13.229401,2026-09-18,28.0,19.9,0.0
Laâyoune,27.170473,-13.229401,2026-09-19,28.7,19.8,0.0
Laâyoune,27.170473,-13.229401,2026-09-20,33.4,18.7,0.0
Laâyoune,27.170473,-13.229401,2026-09-21,35.3,21.0,0.0
El Jadid,33.25,-8.4375,2026-09-15,26.8,21.5,0.0
El Jadid,33.25,-8.4375,2026-09-16,24.9,21.1,0.0
El Jadid,33.25,-8.4375,2026-09-17,25.4,20.0,0.0
El Jadid,33.25,-8.4375,2026-09-18,25.3,20.3,0.0
El Jadid,33.25,-8.4375,2026-09-19,25.5,20.4,0.0
El Jadid,33.25,-8.4375,2026-09-20,28.6,21.2,0.0
El Jadid,33.25,-8.4375,2026-09-21,27.5,20.3,0.0
Ait Melloul,30.3125,-9.5,2026-09-15,35.0,25.1,0.0
Ait Melloul,30.3125,-9.5,2026-09-16,30.1,21.7,0.0
Ait Melloul,30.3125,-9.5,2026-09-17,27.3,21.5,0.0
Ait Melloul,30.3125,-9.5,2026-09-18,27.1,20.4,0.0
Ait Melloul,30.3125,-9.5,2026-09-19,26.8,20.5,0.0
Ait Melloul,30.3125,-9.5,2026-09-20,28.7,21.2,0.0
Ait Melloul,30.3125,-9.5,2026-09-21,33.5,21.6,0.0
Béni Mellal,32.3125,-6.375,2026-09-15,36.6,25.7,0.1
Béni Mellal,32.3125,-6.375,2026-09-16,32.9,22.1,0.0
Béni Mellal,32.3125,-6.375,2026-09-17,29.9,18.7,0.0
Béni Mellal,32.3125,-6.375,2026-09-18,31.3,19.3,0.0
Béni Mellal,32.3125,-6.375,2026-09-19,35.3,21.9,0.0
Béni Mellal,32.3125,-6.375,2026-09-20,38.1,26.2,0.3
Béni Mellal,32.3125,-6.375,2026-09-21,36.8,27.8,0.9
Bouskoura,33.4375,-7.625,2026-09-15,32.6,21.0,0.0
Bouskoura,33.4375,-7.625,2026-09-16,27.1,19.8,0.0
Bouskoura,33.4375,-7.625,2026-09-17,26.9,19.1,0.0
Bouskoura,33.4375,-7.625,2026-09-18,28.1,17.5,0.0
Bouskoura,33.4375,-7.625,2026-09-19,30.5,18.6,0.0
Bouskoura,33.4375,-7.625,2026-09-20,31.0,21.1,0.0
Bouskoura,33.4375,-7.625,2026-09-21,29.5,20.8,0.0
Tiznit,29.6875,-9.75,2026-09-15,36.7,26.7,0.0
Tiznit,29.6875,-9.75,2026-09-16,32.5,21.5,0.0
Tiznit,29.6875,-9.75,2026-09-17,23.7,19.6,0.0
Tiznit,29.6875,-9.75,2026-09-18,26.5,19.6,0.0
Tiznit,29.6875,-9.75,2026-09-19,27.5,20.2,0.0
Tiznit,29.6875,-9.75,2026-09-20,25.8,20.2,0.0
Tiznit,29.6875,-9.75,2026-09-21,27.6,19.8,0.0
Mohammedia,33.6875,-7.375,2026-09-15,27.6,21.2,0.0
Mohammedia,33.6875,-7.375,2026-09-16,25.7,20.8,0.0
Mohammedia,33.6875,-7.375,2026-09-17,25.4,20.0,0.0
Mohammedia,33.6875,-7.375,2026-09-18,25.8,17.5,0.0
Mohammedia,33.6875,-7.375,2026-09-19,26.7,18.2,0.0
Mohammedia,33.6875,-7.375,2026-09-20,33.9,20.3,0.0
Mohammedia,33.6875,-7.375,2026-09-21,32.5,20.3,0.0
Kouribga,32.875,-6.875,2026-09-15,34.6,22.3,0.0
Kouribga,32.875,-6.875,2026-09-16,31.0,17.0,0.0
Kouribga,32.875,-6.875,2026-09-17,28.6,13.9,0.0
Kouribga,32.875,-6.875,2026-09-18,29.5,15.5,0.0
Kouribga,32.875,-6.875,2026-09-19,33.9,17.2,0.0
Kouribga,32.875,-6.875,2026-09-20,35.9,22.5,0.0
Kouribga,32.875,-6.875,2026-09-21,34.6,21.3,0.0
Settat,33.0,-7.625,2026-09-15,36.1,22.9,0.0
Settat,33.0,-7.625,2026-09-16,29.7,18.9,0.0
Settat,33.0,-7.625,2026-09-17,28.1,17.2,0.0
Settat,33.0,-7.625,2026-09-18,30.0,16.3,0.0
Settat,33.0,-7.625,2026-09-19,34.5,16.6,0.0
Settat,33.0,-7.625,2026-09-20,37.8,22.1,0.0
Settat,33.0,-7.625,2026-09-21,34.6,21.0,0.0
Barrechid,33.25,-7.5625,2026-09-15,35.7,21.4,0.0
Barrechid,33.25,-7.5625,2026-09-16,29.1,19.2,0.0
Barrechid,33.25,-7.5625,2026-09-17,28.1,18.4,0.0
Barrechid,33.25,-7.5625,2026-09-18,29.6,16.3,0.0
Barrechid,33.25,-7.5625,2026-09-19,33.5,16.6,0.0
Barrechid,33.25,-7.5625,2026-09-20,36.4,21.0,0.0
Barrechid,33.25,-7.5625,2026-09-21,33.3,19.9,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-15,24.3,22.4,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-16,23.7,21.9,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-17,21.9,20.0,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-18,21.0,20.1,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-19,20.8,19.9,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-20,21.3,19.5,0.0
Ad Dakhla,23.725834,-15.966187,2026-09-21,21.6,19.1,0.0
Nador,35.1875,-2.9375,2026-09-15,26.7,21.7,0.0
Nador,35.1875,-2.9375,2026-09-16,29.8,21.7,0.0
Nador,35.1875,-2.9375,2026-09-17,26.0,21.4,0.2
Nador,35.1875,-2.9375,2026-09-18,25.1,22.2,0.6
Nador,35.1875,-2.9375,2026-09-19,25.1,22.4,0.6
Nador,35.1875,-2.9375,2026-09-20,26.2,22.5,0.15
Nador,35.1875,-2.9375,2026-09-21,26.1,22.6,0.0
Taza,34.25,-4.0,2026-09-15,34.1,19.5,0.0
Taza,34.25,-4.0,2026-09-16,30.8,20.6,0.0
Taza,34.25,-4.0,2026-09-17,30.3,17.6,0.0
Taza,34.25,-4.0,2026-09-18,28.8,18.6,0.0
Taza,34.25,-4.0,2026-09-19,29.2,18.7,0.0
Taza,34.25,-4.0,2026-09-20,29.1,19.8,0.0
Taza,34.25,-4.0,2026-09-21,28.8,20.0,0.0
Inezgane,30.375,-9.5625,2026-09-15,32.6,23.9,0.0
Inezgane,30.375,-9.5625,2026-09-16,32.7,21.6,0.0
Inezgane,30.375,-9.5625,2026-09-17,26.4,21.0,0.0
Inezgane,30.375,-9.5625,2026-09-18,25.7,20.0,0.0
Inezgane,30.375,-9.5625,2026-09-19,25.7,20.3,0.0
Inezgane,30.375,-9.5625,2026-09-20,28.8,21.3,0.0
Inezgane,30.375,-9.5625,2026-09-21,33.6,21.6,0.0
Larache,35.1875,-6.125,2026-09-15,30.2,19.4,0.0
Larache,35.1875,-6.125,2026-09-16,27.4,18.5,0.0
Larache,35.1875,-6.125,2026-09-17,26.5,18.4,0.0
Larache,35.1875,-6.125,2026-09-18,26.2,16.9,0.0
Larache,35.1875,-6.125,2026-09-19,35.3,16.8,0.0
Larache,35.1875,-6.125,2026-09-20,36.8,21.4,0.0
Larache,35.1875,-6.125,2026-09-21,34.2,19.3,0.0
Al Khmissat,33.8125,-6.0625,2026-09-15,34.6,20.4,0.0
Al Khmissat,33.8125,-6.0625,2026-09-16,30.8,18.1,0.0
Al Khmissat,33.8125,-6.0625,2026-09-17,29.0,16.1,0.0
Al Khmissat,33.8125,-6.0625,2026-09-18,30.4,15.2,0.0
Al Khmissat,33.8125,-6.0625,2026-09-19,34.6,17.7,0.0
Al Khmissat,33.8125,-6.0625,2026-09-20,37.2,21.5,0.0
Al Khmissat,33.8125,-6.0625,2026-09-21,35.4,20.0,0.0
Guelmim,28.998241,-10.114685,2026-09-15,38.5,25.3,0.0
Guelmim,28.998241,-10.114685,2026-09-16,36.6,20.3,0.0
Guelmim,28.998241,-10.114685,2026-09-17,24.8,18.5,0.0
Guelmim,28.998241,-10.114685,2026-09-18,26.3,18.3,0.0
Guelmim,28.998241,-10.114685,2026-09-19,28.0,18.4,0.0
Guelmim,28.998241,-10.114685,2026-09-20,34.9,15.8,0.0
Guelmim,28.998241,-10.114685,2026-09-21,37.7,22.9,0.0
Ksar El Kebir,35.0,-5.875,2026-09-15,35.7,20.9,0.0
Ksar El Kebir,35.0,-5.875,2026-09-16,30.3,20.0,0.0
Ksar El Kebir,35.0,-5.875,2026-09-17,30.0,19.3,0.0
Ksar El Kebir,35.0,-5.875,2026-09-18,31.0,17.2,0.0
Ksar El Kebir,35.0,-5.875,2026-09-19,36.3,18.6,0.0
Ksar El Kebir,35.0,-5.875,2026-09-20,37.9,21.2,0.0
Ksar El Kebir,35.0,-5.875,2026-09-21,36.3,21.3,0.0
Khénifra,32.9375,-5.6875,2026-09-15,35.2,20.1,0.0
Khénifra,32.9375,-5.6875,2026-09-16,31.4,16.3,0.0
Khénifra,32.9375,-5.6875,2026-09-17,31.2,15.8,0.0
Khénifra,32.9375,-5.6875,2026-09-18,31.2,15.2,0.0
Khénifra,32.9375,-5.6875,2026-09-19,34.0,17.9,0.0
Khénifra,32.9375,-5.6875,2026-09-20,35.9,20.8,0.0
Khénifra,32.9375,-5.6875,2026-09-21,35.0,21.4,0.0
Skhirate,33.875,-7.0,2026-09-15,26.7,21.2,0.0
Skhirate,33.875,-7.0,2026-09-16,25.1,20.5,0.0
Skhirate,33.875,-7.0,2026-09-17,24.9,19.4,0.0
Skhirate,33.875,-7.0,2026-09-18,25.2,16.8,0.0
Skhirate,33.875,-7.0,2026-09-19,27.1,17.2,0.0
Skhirate,33.875,-7.0,2026-09-20,31.3,19.7,0.0
Skhirate,33.875,-7.0,2026-09-21,26.3,20.8,0.0
Beni Yakhlef,33.625,-7.3125,2026-09-15,30.6,20.2,0.0
Beni Yakhlef,33.625,-7.3125,2026-09-16,27.0,19.5,0.0
Beni Yakhlef,33.625,-7.3125,2026-09-17,26.7,19.0,0.0
Beni Yakhlef,33.625,-7.3125,2026-09-18,27.7,16.0,0.0
Beni Yakhlef,33.625,-7.3125,2026-09-19,29.6,16.7,0.0
Beni Yakhlef,33.625,-7.3125,2026-09-20,33.4,20.2,0.0
